"_id","name","Term0","Term1","Term10","Term100","Term101","Term102","Term103","Term104","Term105","Term106","Term107","Term108","Term109","Term11","Term110","Term111","Term112","Term113","Term114","Term115","Term116","Term117","Term118","Term119","Term12","Term120","Term121","Term122","Term123","Term124","Term125","Term126","Term127","Term128","Term129","Term13","Term130","Term131","Term132","Term133","Term134","Term135","Term136","Term137","Term138","Term139","Term14","Term140","Term141","Term142","Term143","Term144","Term145","Term146","Term147","Term148","Term149","Term15","Term150","Term151","Term152","Term153","Term154","Term155","Term156","Term157","Term158","Term159","Term16","Term160","Term161","Term162","Term163","Term164","Term165","Term166","Term167","Term168","Term169","Term17","Term170","Term171","Term172","Term173","Term174","Term175","Term176","Term177","Term178","Term179","Term18","Term180","Term181","Term182","Term183","Term184","Term185","Term186","Term187","Term188","Term189","Term19","Term190","Term191","Term192","Term193","Term194","Term195","Term196","Term197","Term198","Term199","Term2","Term20","Term200","Term201","Term202","Term203","Term204","Term205","Term206","Term207","Term208","Term209","Term21","Term210","Term211","Term212","Term213","Term214","Term215","Term216","Term217","Term218","Term219","Term22","Term220","Term221","Term222","Term223","Term224","Term225","Term226","Term227","Term228","Term229","Term23","Term230","Term231","Term232","Term233","Term234","Term235","Term236","Term237","Term238","Term239","Term24","Term240","Term241","Term242","Term243","Term244","Term245","Term246","Term247","Term248","Term249","Term25","Term250","Term251","Term252","Term253","Term254","Term255","Term256","Term257","Term258","Term259","Term26","Term260","Term261","Term262","Term263","Term264","Term265","Term266","Term267","Term268","Term269","Term27","Term270","Term271","Term272","Term273","Term274","Term275","Term276","Term277","Term278","Term279","Term28","Term280","Term281","Term282","Term283","Term284","Term285","Term286","Term287","Term288","Term289","Term29","Term290","Term291","Term292","Term293","Term294","Term295","Term296","Term297","Term298","Term299","Term3","Term30","Term300","Term301","Term302","Term303","Term304","Term305","Term306","Term307","Term308","Term309","Term31","Term310","Term311","Term312","Term313","Term314","Term315","Term316","Term317","Term318","Term319","Term32","Term320","Term321","Term322","Term323","Term324","Term325","Term326","Term327","Term328","Term329","Term33","Term330","Term331","Term332","Term333","Term334","Term335","Term336","Term337","Term338","Term339","Term34","Term340","Term341","Term342","Term343","Term344","Term345","Term346","Term347","Term348","Term349","Term35","Term350","Term351","Term352","Term353","Term354","Term355","Term356","Term357","Term358","Term359","Term36","Term37","Term38","Term39","Term4","Term40","Term41","Term42","Term43","Term44","Term45","Term46","Term47","Term48","Term49","Term5","Term50","Term51","Term52","Term53","Term54","Term55","Term56","Term57","Term58","Term59","Term6","Term60","Term61","Term62","Term63","Term64","Term65","Term66","Term67","Term68","Term69","Term7","Term70","Term71","Term72","Term73","Term74","Term75","Term76","Term77","Term78","Term79","Term8","Term80","Term81","Term82","Term83","Term84","Term85","Term86","Term87","Term88","Term89","Term9","Term90","Term91","Term92","Term93","Term94","Term95","Term96","Term97","Term98","Term99"
"221","芍藥菇凉-",":","小宝"," ",,,,,,,,,,,"今天",,,,,,,,,,,"苏州",,,,,,,,,,,"终于",,,,,,,,,,,"下雪",,,,,,,,,,,"了",,,,,,,,,,," ",,,,,,,,,,,"作为",,,,,,,,,,,"一个",,,,,,,,,,,"地地道道",,,,,,,,,,,"呀","的",,,,,,,,,,,"南方",,,,,,,,,,,"姑娘",,,,,,,,,,," ",,,,,,,,,,,"这",,,,,,,,,,,"应该",,,,,,,,,,,"是",,,,,,,,,,,"08",,,,,,,,,,,"年",,,,,,,,,,,"以来",,,,,,,,,,,"@","第一次",,,,,,,,,,,"下",,,,,,,,,,,"的",,,,,,,,,,,"这么",,,,,,,,,,,"像模像样",,,,,,,,,,,"了",,,,,,,,,,," ","你","那里","是不是","TF","也","降温","了","啊"," ","有木有","多","穿","一点","呢","家族"," ","注意","保暖","呀"," ","不要","感冒","了","哦"," ","新生","明天","啊"," ","就是","姐姐","大学","生涯","里","最后","的","-","两节课","了"," ","转眼","就要","面临","最后","的","毕业考","了","陈玺"," ","突然","有点","紧张"," ","我们","宝宝","继续","一如","往常","达","的","保佑","我","可好","呀","[","心","]",,
"222","是大仙女儿呀",":","无论是"," ",,,,,,,,,,,"杭州",,,,,,,,,,," ",,,,,,,,,,,"​",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"在",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"杭州",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"还是",,,,,,,,,,,"苏州",,,,,,,,,,," ",,,,,,,,,,,"都",,,,,,,,,,,"躲不了",,,,,,,,,,,"排队",,,,,,,,,,
"223","MacchiatoMMM",":","苏州","理论",,,,,,,,,,,"上",,,,,,,,,,,"是",,,,,,,,,,,"下不来",,,,,,,,,,,"的",,,,,,,,,,," ",,,,,,,,,,,"​",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"这雪",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"要不是",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"今年",,,,,,,,,,,"[",,,,,,,,,,,"狗",,,,,,,,,,,"]",,,,,,,,,,,"年",,,,,,,,,,," ",,,,,,,,,,
"224","乐丢丢3333",":","现在","，",,,,,,,,,,,"现在",,,,,,,,,,,"热情高涨",,,,,,,,,,,"的",,,,,,,,,,,"做饭",,,,,,,,,,,"，",,,,,,,,,,,"准备",,,,,,,,,,,"去",,,,,,,,,,,"苏州",,,,,,,,,,,"胖到",,,,,,,,,,,"在","一个",,,,,,,,,,,"新",,,,,,,,,,,"境界",,,,,,,,,,," ",,,,,,,,,,,"​",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"等",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"我",,,,,,,,,,,"的",,,,,,,,,,,"酸",,,,,,,,,,,"萝卜",,,,,,,,,,,"鸭子",,,,,,,,,,,"汤",,,,,,,,,,
"225","看看新闻KNEWS",":","【","救",":","/","/","t",".","cn","/","RQ1IKDK",,,"落水",,,,,,,,,,,"父子",,,,,,,,,,,"】",,,,,,,,,,,"1",,,,,,,,,,,"月",,,,,,,,,,,"22",,,,,,,,,,,"日",,,,,,,,,,,"，",,,,,,,,,,,"姜",,,,,,,,,,,"送","师傅",,,,,,,,,,,"开车",,,,,,,,,,,"送",,,,,,,,,,,"儿子",,,,,,,,,,,"上学",,,,,,,,,,,"的",,,,,,,,,,,"路上",,,,,,,,,,,"，",,,,,,,,,,,"与",,,,,,,,,,,"一辆车",,,,,,,,,,,"孩子","发生",,,,,,,,,,,"碰撞",,,,,,,,,,,"后",,,,,,,,,,,"冲入",,,,,,,,,,,"河",,,,,,,,,,,"中",,,,,,,,,,,"。","河","水深","2","上学","米","，","姜","师傅","和","15","岁","的","儿子","被困","撞车","车中","，","情况","十分","危急","。","正在","绝望","之际","，","落水","一对","好心","父子","发现","后","飞奔","过去","，","用","石头"," ","砸碎","车","窗玻璃","，","姜","师傅","和","儿子","才","得以","英勇","逃脱","。","由于","事发","路口","没有","设置","红绿灯","，","事故责任","父子","正在","进一步","认定","中","。","（","苏州","新闻","）","http"
"226","坦途教育媒体",":","发表","12",,,,,,,,,,,"年级",,,,,,,,,,,"要",,,,,,,,,,,"背诵",,,,,,,,,,,"的",,,,,,,,,,,"208",,,,,,,,,,,"篇",,,,,,,,,,,"古诗文",,,,,,,,,,,"，",,,,,,,,,,,"收",,,,,,,,,,,"了","好",,,,,,,,,,,"慢慢",,,,,,,,,,,"背",,,,,,,,,,,"！",,,,,,,,,,,"》",,,,,,,,,,,"　",,,,,,,,,,,"　",,,,,,,,,,,"苏州",,,,,,,,,,,"精锐",,,,,,,,,,,"教育",,,,,,,,,,,"博文","　",,,,,,,,,,,"　",,,,,,,,,,,"这里",,,,,,,,,,,"的",,,,,,,,,,,"208",,,,,,,,,,,"篇",,,,,,,,,,,"，","涵盖","了","中小学","《","阶段","所有","需要","背诵","的","古诗文","，","根据","《","义务教育","最新","语文课程","标准","》","（","2011","年版","）","、","《","普通","整理","高","最新","整理","：","1","-","12","年级","要","背诵","：","的","208","篇","古诗文","，","收","好","慢慢","背","！","1"," ","​",,,,,,,,,"-",,,,,,,,,,
"227","一句暖话触心灵",":","2018"," ",,,,,,,,,,,"一句",,,,,,,,,,,"暖话触",,,,,,,,,,,"心灵",,,,,,,,,,,"的",,,,,,,,,,,"秒",,,,,,,,,,,"拍",,,,,,,,,,,"视频",,,,,,,,,,," ",,,,,,,,,,,"​",,,,,,,,,,,"年",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"的",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"第一次",,,,,,,,,,,"雪",,,,,,,,,,,"，",,,,,,,,,,,"#",,,,,,,,,,,"苏州",,,,,,,,,,,"#",,,,,,,,,,
"228","陈欢玺",":","南方","，",,,,,,,,,,,"南京",,,,,,,,,,,"才",,,,,,,,,,,"是",,,,,,,,,,,"金陵",,,,,,,,,,,"，",,,,,,,,,,,"苏州",,,,,,,,,,,"才",,,,,,,,,,,"是",,,,,,,,,,,"姑苏",,,,,,,,,,,"的","城",,,,,,,,,,,"。",,,,,,,,,,," ",,,,,,,,,,,"苏州",,,,,,,,,,,"·",,,,,,,,,,,"吴江",,,,,,,,,,,"区",,,,,,,,,,," ",,,,,,,,,,,"​",,,,,,,,,,,,,,,,,,,,,,"雪",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"是",,,,,,,,,,,"难得",,,,,,,,,,,"的",,,,,,,,,,,"。",,,,,,,,,,,"一场",,,,,,,,,,,"雪后",,,,,,,,,,
"229","今日鲈乡",":","大","经济运行",,,,,,,,,,,"情况",,,,,,,,,,,"分析",,,,,,,,,,,"：",,,,,,,,,,,"GDP",,,,,,,,,,,"增长",,,,,,,,,,,"8.1%",,,,,,,,,,," ",,,,,,,,,,,"同",,,,,,,,,,,"苏州",,,,,,,,,,,"苏州","经济",,,,,,,,,,,"差距",,,,,,,,,,,"拉大",,,,,,,,,,,"（",,,,,,,,,,,"附",,,,,,,,,,,"图表",,,,,,,,,,,"）",,,,,,,,,,," ",,,,,,,,,,,"​",,,,,,,,,,,,,,,,,,,,,,"历害",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"了",,,,,,,,,,,"！",,,,,,,,,,," ",,,,,,,,,,,"2017",,,,,,,,,,,"年",,,,,,,,,,,"南京",,,,,,,,,,
"230","付强建筑",":","苏州","修复",,,,,,,,,,,"第三天",,,,,,,,,,,"，",,,,,,,,,,,"年底",,,,,,,,,,,"了",,,,,,,,,,,"工人",,,,,,,,,,,"都",,,,,,,,,,,"着急",,,,,,,,,,,"回家",,,,,,,,,,,"过年",,,,,,,,,,,"平江","了",,,,,,,,,,,"，",,,,,,,,,,," ",,,,,,,,,,,"苏州",,,,,,,,,,,"·",,,,,,,,,,,"平江",,,,,,,,,,,"路",,,,,,,,,,," ",,,,,,,,,,,"​",,,,,,,,,,,,,,,,,,,,,,"路",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"300",,,,,,,,,,,"年",,,,,,,,,,,"历史",,,,,,,,,,,"老宅",,,,,,,,,,,"，",,,,,,,,,,,"改造",,,,,,,,,,
"231","湯湯拥抱时光",":","上海","这边",,,,,,,,,,,"也",,,,,,,,,,,"下雪",,,,,,,,,,,"咯",,,,,,,,,,,"❄",,,,,,,,,,,"️",,,,,,,,,,," ",,,,,,,,,,,"​",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"下雪",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"南京",,,,,,,,,,,"下雪",,,,,,,,,,," ",,,,,,,,,,,"苏州",,,,,,,,,,,"下雪",,,,,,,,,,,"我家",,,,,,,,,,
"232","MikaNail美咖娜丽日式美甲",":","#","由于","18013566310","##","美","咖娜丽","园区","店","17768010439","#",,,"本店",,,,,,,,,,,"生意",,,,,,,,,,,"火爆",,,,,,,,,,,"长期",,,,,,,,,,,"高薪",,,,,,,,,,,"招聘",,,,,,,,,,,"招募",,,,,,,,,,,"：",,,,,,,,,,,"经验",,,,,,,,,,,"mikanail","一年",,,,,,,,,,,"以上",,,,,,,,,,,"、",,,,,,,,,,,"好学上进",,,,,,,,,,,"、",,,,,,,,,,,"有",,,,,,,,,,,"自己",,,,,,,,,,,"的",,,,,,,,,,,"审美",,,,,,,,,,,"、",,,,,,,,,,,"客作","热爱",,,,,,,,,,,"自己",,,,,,,,,,,"事业",,,,,,,,,,,"的",,,,,,,,,,,"美甲",,,,,,,,,,,"美睫师",,,,,,,,,,,"，","要求","有","非常","##","良好","的","基本","功底","，","同时","会","美甲","会美睫者","优先","苏州","。","本店","法定","节假日","休假","，","店内","定期","培训","考核","日式","，","技术","优秀员工","可","申请","赴","日","签约","日本","合作","美甲","院校","进修","及","考级","！","缴纳","社保","！","联系","我们","美睫","请","发送","你","的","简历","和","作品","[","电话","]","#","️","18013566310","，","非诚","勿扰","！","#","美","咖娜丽观","前店"
"233","爱巧克力的镜子",":","苏州","全",,,,,,,,,,,"苏州",,,,,,,,,,,"的",,,,,,,,,,,"人",,,,,,,,,,,"都",,,,,,,,,,,"在",,,,,,,,,,,"盼",,,,,,,,,,,"着",,,,,,,,,,,"这场",,,,,,,,,,,"雪",,,,,,,,,,,"终于","！",,,,,,,,,,,"！",,,,,,,,,,,"！",,,,,,,,,,," ",,,,,,,,,,,"苏州",,,,,,,,,,," ",,,,,,,,,,,"​",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"下雪",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"啦",,,,,,,,,,,"！",,,,,,,,,,,"！",,,,,,,,,,,"！",,,,,,,,,,,"！",,,,,,,,,,,"感觉",,,,,,,,,,
"234","再见爽歪歪歪",":","期待","哈哈",,,,,,,,,,,"]",,,,,,,,,,,"[",,,,,,,,,,,"哈哈",,,,,,,,,,,"]",,,,,,,,,,," ",,,,,,,,,,,"苏州",,,,,,,,,,," ",,,,,,,,,,,"​",,,,,,,,,,,,,,,,,,,,,,"苏州",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"的",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"暴雪",,,,,,,,,,,"可以",,,,,,,,,,,"打雪仗",,,,,,,,,,,"的",,,,,,,,,,,"那种",,,,,,,,,,,"[",,,,,,,,,,
"235","Sirawang",":","看到","，",,,,,,,,,,,"拿",,,,,,,,,,,"起",,,,,,,,,,,"包",,,,,,,,,,,"就",,,,,,,,,,,"往",,,,,,,,,,,"车站",,,,,,,,,,,"跑",,,,,,,,,,,"，",,,,,,,,,,,"在",,,,,,,,,,,"出差","高铁",,,,,,,,,,,"上",,,,,,,,,,,"听见",,,,,,,,,,,"乘务员",,,,,,,,,,,"小姐姐",,,,,,,,,,,"说",,,,,,,,,,,"部分",,,,,,,,,,,"列车",,,,,,,,,,,"已经",,,,,,,,,,,"停运",,,,,,,,,,,"地","了",,,,,,,,,,,"，",,,,,,,,,,,"我",,,,,,,,,,,"是不是",,,,,,,,,,,"该",,,,,,,,,,,"笑",,,,,,,,,,,"出","杀猪","声","[","和","doge","]"," ","Sirawang","的","秒","拍","视频"," ","​","苏州",,,,,,,,,,,"都",,,,,,,,,,,"是",,,,,,,,,,,"暴雪",,,,,,,,,,,"预警",,,,,,,,,,
"236","高速交警嘉兴支队",":","#","因",,,,,,,,,,,"S14",,,,,,,,,,,"杭长宜",,,,,,,,,,,"高速",,,,,,,,,,,"雪势",,,,,,,,,,,"较大",,,,,,,,,,,"，",,,,,,,,,,,"S14",,,,,,,,,,,"全线",,,,,,,,,,,"进口",,,,,,,,,,,"一路平安","对",,,,,,,,,,,"7",,,,,,,,,,,"座",,,,,,,,,,,"以上",,,,,,,,,,,"面包车",,,,,,,,,,,"、",,,,,,,,,,,"客车",,,,,,,,,,,"、",,,,,,,,,,,"危化车",,,,,,,,,,,"限流",,,,,,,,,,,"#","，",,,,,,,,,,,"禁止",,,,,,,,,,,"上",,,,,,,,,,,"高速",,,,,,,,,,,"，",,,,,,,,,,,"安吉",,,,,,,,,,,"和","安吉","北","收费站"," ","因","杭州","路段","事故","，","杭州","方向","进","暂时","关闭","湖州","！","@","1048","苏州","交通广播"," ","@","上海","交通广播"," ","高速","​",,,,,,,,,,"即时",,,,,,,,,,,"路况",,,,,,,,,,,"：",,,,,,,,,,
"237","高速交警嘉兴支队",":","#","因",,,,,,,,,,,"S14",,,,,,,,,,,"杭长宜",,,,,,,,,,,"高速",,,,,,,,,,,"雪势",,,,,,,,,,,"较大",,,,,,,,,,,"，",,,,,,,,,,,"S14",,,,,,,,,,,"全线",,,,,,,,,,,"进口",,,,,,,,,,,"一路平安","对",,,,,,,,,,,"7",,,,,,,,,,,"座",,,,,,,,,,,"以上",,,,,,,,,,,"面包车",,,,,,,,,,,"、",,,,,,,,,,,"客车",,,,,,,,,,,"、",,,,,,,,,,,"危化车",,,,,,,,,,,"限流",,,,,,,,,,,"#","，",,,,,,,,,,,"禁止",,,,,,,,,,,"上",,,,,,,,,,,"高速",,,,,,,,,,,"，",,,,,,,,,,,"安吉",,,,,,,,,,,"和","安吉","北","收费站"," ","因","杭州","路段","事故","，","杭州","方向","进","暂时","关闭","湖州","！","@","1048","苏州","交通广播"," ","@","上海","交通广播"," ","高速","​",,,,,,,,,,"即时",,,,,,,,,,,"路况",,,,,,,,,,,"：",,,,,,,,,,
"238","Sirawang",":","看到","，",,,,,,,,,,,"拿",,,,,,,,,,,"起",,,,,,,,,,,"包",,,,,,,,,,,"就",,,,,,,,,,,"往",,,,,,,,,,,"车站",,,,,,,,,,,"跑",,,,,,,,,,,"，",,,,,,,,,,,"在",,,,,,,,,,,"出差","高铁",,,,,,,,,,,"上",,,,,,,,,,,"听见",,,,,,,,,,,"乘务员",,,,,,,,,,,"小姐姐",,,,,,,,,,,"说",,,,,,,,,,,"部分",,,,,,,,,,,"列车",,,,,,,,,,,"已经",,,,,,,,,,,"停运",,,,,,,,,,,"地","了",,,,,,,,,,,"，",,,,,,,,,,,"我",,,,,,,,,,,"是不是",,,,,,,,,,,"该",,,,,,,,,,,"笑",,,,,,,,,,,"出","杀猪","声","[","和","doge","]"," ","Sirawang","的","秒","拍","视频"," ","​","苏州",,,,,,,,,,,"都",,,,,,,,,,,"是",,,,,,,,,,,"暴雪",,,,,,,,,,,"预警",,,,,,,,,,
"239","鹿大橙",":","❄","一杯","细","很小","一根","。","两口","一根","根本","停不下来","～","吃口","茉","麻花","安抚","下","今天","暴动","的","小","宇宙","！","#","沏","苏州","##","苏州","美食","#",,,,,,"！",,,,,,,,,,,"弥补",,,,,,,,,,,"了",,,,,,,,,,,"之前",,,,,,,,,,,"因为",,,,,,,,,,,"太忙",,,,,,,,,,,"浪费",,,,,,,,,,,"️","了",,,,,,,,,,,"一杯",,,,,,,,,,,"四季",,,,,,,,,,,"奶青芋",,,,,,,,,,,"圆",,,,,,,,,,,"燕麦",,,,,,,,,,,"！",,,,,,,,,,,"yum",,,,,,,,,,,"～",,,,,,,,,,,"好喝",,,,,,,,,,,"SuZhou","。",,,,,,,,,,,"芋圆",,,,,,,,,,,"的",,,,,,,,,,,"软",,,,,,,,,,,"糯",,,,,,,,,,,".",,,,,,,,,,,"燕麦","的","小","Q","苏州","弹","[","绿茶","]","茉","沏","的","一分","甜","更","的","适合","我","。","[","小号","]","强烈","的","安利","下","初雪","最近","入","的","麻花","买","了","两种","口味","、","海苔","、","味","和","甜","辣味","一","开始","觉得","海苔","味","已经","暖心","很","nice","了","后来","发现","甜","辣味","不甘落后","啊","…","的","年前","还要","再","买","一波","！","这","款","麻花","很"
"240","恋恋2222","【","中海","先行",,,,,,,,,,,"。",,,,,,,,,,,"1",,,,,,,,,,,"月",,,,,,,,,,,"17",,,,,,,,,,,"日",,,,,,,,,,,"，",,,,,,,,,,,"中国",,,,,,,,,,,"海外",,,,,,,,,,,"发展",,,,,,,,,,,"打响","有限公司",,,,,,,,,,,"以",,,,,,,,,,,"总价",,,,,,,,,,,"54.5",,,,,,,,,,,"亿元",,,,,,,,,,,"、",,,,,,,,,,,"溢价",,,,,,,,,,,"率",,,,,,,,,,,"20.31%",,,,,,,,,,,"摘得",,,,,,,,,,,"土地","北京",,,,,,,,,,,"昌平",,,,,,,,,,,"沙河",,,,,,,,,,,"地块",,,,,,,,,,,"。",,,,,,,,,,,"这",,,,,,,,,,,"被","业内","看作","是","战","中海","地产","2017","年","在","土地","市场","积极进取","的","延续","】","。","实际上","，","自从","中海","地产","主席","兼","行政","总裁","规模","颜","建国","回归","后","，","中海","地产","正在","逐步","改变","跃升","以往","的","保守","做派","，","在","土地","市场","展现出","积极进取","，","的","一面","。","http",":","/","/","t",".","cn","土储","/","RQ1I07k",,,,,,,,
"241","碎碎念鸡汤灌子_",":","西塘","️",,,,,,,,,,," ",,,,,,,,,,,"好",,,,,,,,,,," ",,,,,,,,,,,"难",,,,,,,,,,," ",,,,,,,,,,,"得",,,,,,,,,,," ",,,,,,,,,,,"～",,,,,,,,,,," ",,,,,,,,,,,"下雪","天气预报",,,,,,,,,,,"说",,,,,,,,,,,"苏州",,,,,,,,,,,"明天",,,,,,,,,,,"暴雪",,,,,,,,,,," ",,,,,,,,,,,"不",,,,,,,,,,,"知道",,,,,,,,,,,"西塘",,,,,,,,,,,"的",,,,,,,,,,,"了","雪能",,,,,,,,,,,"不能",,,,,,,,,,,"堆起来",,,,,,,,,,," ",,,,,,,,,,,"好",,,,,,,,,,,"期待",,,,,,,,,,," ","～","～","～"," "," ","嘉兴","·","西塘","古镇"," ","​",,,,"❄",,,,,,,,,,,"️",,,,,,,,,,,"❄",,,,,,,,,,,"️",,,,,,,,,,,"❄",,,,,,,,,,
"242","等一个冬天_",":","记得","窗上","苏州","终于","迎来","了","盼望已久","的","初雪","❄","上","完课","，","回家","的","路上","，","我","顺手","搜到","了","谱子","，","一边","于是","，","回到","家","，","刚","吃","好","晚饭","，","听","就","迫不及待","的","地弹","了","起来","…","…","第一次","弹","着","，","每个","小拍","之间","还","不熟","，","有时候","弹着","弹","手机","着","就","忘","了","谱","，","指法","手型","也","是","里","没有","经过","推敲","，","怎么","随便","怎么","来","…","…","放","[","允悲","]","我学琴","的","初衷","，","除了","从小","就","的","很","喜欢","这些","乐器","以外","，","还有","慢慢","接触","这个","坠子","圈子","以后","有","的","想法","，","想用","我","所学","，","16","刚","弹","我","喜欢","的","曲子","[","哆","啦","A","梦","上传","微笑","]","【","虽然","还","很","稚嫩","[","可怜","]","没","搜","谱子","乱弹","大概","是","我","最近","的","新","爱好","几天","之一","了","，","空有","一颗","热忱","的","心","，","技术","的","却","还","没","来得及","跟上","[","允悲","]","希望","经过","《","不断","的","努力","，","我","能够","学有所成","，","弹奏出","完整","霁","的","曲子","吧","[","太","开心","]","上传","之前","又","夜茶","听","了","一遍","，","自己","弹得","真的","差","极了","，","》","丢脸","到","一度","想","放弃","发送","，","后来","想想","，","，","这","何尝","不是","一种","激励","，","一步","一步","慢慢","进步","年","一边","吧","～","[","心","]"," ","http",":","/","/","看着","t",".","cn","/","RQ1uLN0",,,,,,"楼下",,,,,,,,,,,"幽幽",,,,,,,,,,,"灯光",,,,,,,,,,,"下",,,,,,,,,,,"的","小径","，","那一刻","的","，","我","的","世界","里","只","剩下","安静","…","…","时候","第二天","上班","的","路上","，","站","在","公交车","后","门口","，","，","看着","玻璃","门外","的","雪景","，","耳机","里","又","凌晨","是","循环","了","一路","的","“","初雪","绽晴","…","…","坐在","”","每次","见到","雪","，","我","的","脑海中","就","会","飘","立刻","浮现","出来","这","首歌","[","憧憬","]","今天","，"
"243","不见西原",":","上海","成都",,,,,,,,,,,"什么",,,,,,,,,,,"时候",,,,,,,,,,,"才能",,,,,,,,,,,"下雪",,,,,,,,,,,"阿",,,,,,,,,,,"~",,,,,,,,,,,"[",,,,,,,,,,,"睡",,,,,,,,,,,"]",,,,,,,,,,,"下雪"," ",,,,,,,,,,,"​",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"南京",,,,,,,,,,,"下雪",,,,,,,,,,," ",,,,,,,,,,,"苏州",,,,,,,,,,,"下雪",,,,,,,,,,,"…",,,,,,,,,,
"244","六月Junelmyyu",":","热"," ",,,,,,,,,,,"苏州",,,,,,,,,,,"下雪",,,,,,,,,,," ",,,,,,,,,,,"南京",,,,,,,,,,,"下雪",,,,,,,,,,,"？",,,,,,,,,,,"？",,,,,,,,,,,"[",,,,,,,,,,,"费解",,,,,,,,,,,"搜","]",,,,,,,,,,,"下个",,,,,,,,,,,"雪",,,,,,,,,,,"而已",,,,,,,,,,," ",,,,,,,,,,,"全国",,,,,,,,,,,"地区",,,,,,,,,,,"轮",,,,,,,,,,,"着",,,,,,,,,,,"热",,,,,,,,,,,"都","搜",,,,,,,,,,,"了",,,,,,,,,,,"[",,,,,,,,,,,"思考",,,,,,,,,,,"]",,,,,,,,,,," ",,,,,,,,,,,"​",,,,"什么",,,,,,,,,,,"鬼",,,,,,,,,,,"？",,,,,,,,,,,"？",,,,,,,,,,,"上海",,,,,,,,,,,"下雪",,,,,,,,,,
