"_id","name","Term0","Term1","Term10","Term100","Term101","Term102","Term103","Term104","Term105","Term106","Term107","Term108","Term109","Term11","Term110","Term111","Term112","Term113","Term114","Term115","Term116","Term117","Term118","Term119","Term12","Term120","Term121","Term122","Term123","Term124","Term125","Term126","Term127","Term128","Term129","Term13","Term130","Term131","Term132","Term133","Term134","Term135","Term136","Term137","Term138","Term139","Term14","Term140","Term141","Term142","Term143","Term144","Term145","Term146","Term147","Term148","Term149","Term15","Term150","Term151","Term152","Term153","Term154","Term155","Term156","Term157","Term158","Term159","Term16","Term160","Term161","Term162","Term163","Term164","Term165","Term166","Term167","Term168","Term169","Term17","Term170","Term171","Term172","Term173","Term174","Term175","Term176","Term177","Term178","Term179","Term18","Term180","Term181","Term182","Term183","Term184","Term185","Term186","Term187","Term188","Term189","Term19","Term190","Term191","Term192","Term193","Term194","Term195","Term196","Term197","Term198","Term199","Term2","Term20","Term200","Term201","Term202","Term203","Term204","Term205","Term206","Term207","Term208","Term209","Term21","Term210","Term211","Term212","Term213","Term214","Term215","Term216","Term217","Term218","Term219","Term22","Term220","Term221","Term222","Term223","Term224","Term225","Term226","Term227","Term228","Term229","Term23","Term230","Term231","Term232","Term233","Term234","Term235","Term236","Term237","Term238","Term239","Term24","Term240","Term241","Term242","Term243","Term244","Term245","Term246","Term247","Term248","Term249","Term25","Term250","Term251","Term252","Term253","Term254","Term255","Term256","Term257","Term258","Term259","Term26","Term260","Term261","Term262","Term263","Term264","Term265","Term266","Term267","Term268","Term269","Term27","Term270","Term271","Term272","Term273","Term274","Term275","Term276","Term277","Term278","Term279","Term28","Term280","Term281","Term282","Term283","Term284","Term285","Term286","Term287","Term288","Term289","Term29","Term290","Term291","Term292","Term293","Term3","Term30","Term31","Term32","Term33","Term34","Term35","Term36","Term37","Term38","Term39","Term4","Term40","Term41","Term42","Term43","Term44","Term45","Term46","Term47","Term48","Term49","Term5","Term50","Term51","Term52","Term53","Term54","Term55","Term56","Term57","Term58","Term59","Term6","Term60","Term61","Term62","Term63","Term64","Term65","Term66","Term67","Term68","Term69","Term7","Term70","Term71","Term72","Term73","Term74","Term75","Term76","Term77","Term78","Term79","Term8","Term80","Term81","Term82","Term83","Term84","Term85","Term86","Term87","Term88","Term89","Term9","Term90","Term91","Term92","Term93","Term94","Term95","Term96","Term97","Term98","Term99"
"151","GDRAGON_OFFICIALV_",":","#","到",,,,,,,,,,,"炸",,,,,,,,,,,"啊",,,,,,,,,,,"秒拍",,,,,,,,,,,"视频",,,,,,,,,,," ",,,,,,,,,,,"​",,,,,,,,,,,"​",,,,,,,,,,,"​",,,,,,,,,,,"​",,,,,,,,,,,"权志龙",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#",,,,,,,,,,," ",,,,,,,,,,,"前",,,,,,,,,,,"第八",,,,,,,,,,,"秒",,,,,,,,,,,"简直",,,,,,,,,,,"可爱",,,,,,,,,,
"152","192_大哥哥",":","也许","。"," ","http",":","/","/","t",".","cn","/","R2dLXcS","那",,,,,,,,,,,"拜托",,,,,,,,,,,"，",,,,,,,,,,,"怕",,,,,,,,,,,"是",,,,,,,,,,,"不",,,,,,,,,,,"知道",,,,,,,,,,,"金泰",,,,,,,,,,,"妍",,,,,,,,,,,"有人","和",,,,,,,,,,,"边伯贤",,,,,,,,,,,"恋爱",,,,,,,,,,,"是",,,,,,,,,,,"当时",,,,,,,,,,,"的",,,,,,,,,,,"世纪",,,,,,,,,,,"撕",,,,,,,,,,,"逼",,,,,,,,,,,"吧",,,,,"要","，","不","清楚","可以","问问","GNZ","的","某位","，","直接","问","撕到","被迫","分手","。","又","或者","如权志龙","这样","唱作","俱佳","，","，","人家","不","需要","粉丝","的","投票","啊","，","人家","为什么","不","需要","人设","来","满足","粉丝","的","幻想","。","所以","韩团","这","就是","明星","和","偶像","的","区别","。","所以","，","可以","天天","骗人","的","小","偶像","赶紧","回家吧","。","别","哪天","谈恋爱","被","爆","出来","又","在","骂","粉丝","SB","了","。"
"153","养猪达人KJY",":","#","[",,,,,,,,,,,"心",,,,,,,,,,,"]",,,,,,,,,,,"@",,,,,,,,,,,"GDRAGON",,,,,,,,,,,"_",,,,,,,,,,,"OFFICIAL",,,,,,,,,,," ",,,,,,,,,,,"​",,,,,,,,,,,,,,,,,,,,,,"权志龙",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"##",,,,,,,,,,,"日常",,,,,,,,,,,"表白",,,,,,,,,,,"志龙",,,,,,,,,,,"#",,,,,,,,,,," ",,,,,,,,,,,"早",,,,,,,,,,
"154","苦命穷孩子_712",":","权志龙","的",,,,,,,,,,,"吉他",,,,,,,,,,,"龙",,,,,,,,,,,"、",,,,,,,,,,,"键盘",,,,,,,,,,,"龙",,,,,,,,,,,"和",,,,,,,,,,,"鼓手",,,,,,,,,,,"龙",,,,,,,,,,,"平时",,,,,,,,,,," ","都",,,,,,,,,,,"是",,,,,,,,,,,"结束",,,,,,,,,,,"时",,,,,,,,,,,"你",,,,,,,,,,,"龙",,,,,,,,,,,"向",,,,,,,,,,,"观众",,,,,,,,,,,"一一",,,,,,,,,,,"介绍",,,,,"170823","乐队","成员","，","今天","抢","了","乐队","的","家伙","事儿",".","反过来","被","介绍","，","递","麦克","也","傲娇","不接","背对","大阪","粉丝","say"," ","No"," ","情侣","去","死去","死团权","团长","巨蛋","的","秒拍","视频"," ","​",,,,,,".",,,,,,,,,,,"安可",,,,,,,,,,,"时候",,,,,,,,,,
"155","N亭亭的权世界",":","#","没",,,,,,,,,,,"？",,,,,,,,,,,"喜欢",,,,,,,,,,,"的话",,,,,,,,,,,"我",,,,,,,,,,,"分享",,,,,,,,,,,"在",,,,,,,,,,,"评论",,,,,,,,,,,"里",,,,,,,,,,,"[",,,,,,,,,,,"权志龙","笑",,,,,,,,,,,"而",,,,,,,,,,,"不语",,,,,,,,,,,"]",,,,,,,,,,,"ps",,,,,,,,,,," ",,,,,,,,,,,":",,,,,,,,,,," ",,,,,,,,,,,"不是",,,,,,,,,,,"我",,,,,"#","自己","做","的","，","忘记","从","哪位","家人","那","取得"," ","了","，","侵删","[","作揖","]"," ","​",,,"这个",,,,,,,,,,,"壁纸",,,,,,,,,,,"有龙蛋",,,,,,,,,,,"喜欢",,,,,,,,,,,"的",,,,,,,,,,
"156","款爷有条狗",":","权志龙","OFFICIAL",,,,,,,,,,," ",,,,,,,,,,," ",,,,,,,,,,,"赶快",,,,,,,,,,,"发自",,,,,,,,,,,"拍",,,,,,,,,,,"，",,,,,,,,,,,"不然",,,,,,,,,,,"不想",,,,,,,,,,,"你",,,,,,,,,,,"你","了",,,,,,,,,,,"[",,,,,,,,,,,"怒骂",,,,,,,,,,,"]",,,,,,,,,,,"[",,,,,,,,,,,"怒骂",,,,,,,,,,,"]",,,,,,,,,,,"[",,,,,,,,,,,"怒骂",,,,,,,,,,,"]",,,,,"这个"," ","​",,,,,,,,,"狠心",,,,,,,,,,,"的",,,,,,,,,,,"蓝人",,,,,,,,,,,"@",,,,,,,,,,,"GDRAGON",,,,,,,,,,,"_",,,,,,,,,,
"157","精致导师-小雪",":","权志龙","娇",,,,,,,,,,,"的",,,,,,,,,,,"小",,,,,,,,,,,"眼神",,,,,,,,,,,"好",,,,,,,,,,,"温暖",,,,,,,,,,,"，",,,,,,,,,,,"最后",,,,,,,,,,,"那个",,,,,,,,,,,"笑容",,,,,,,,,,,"在","简直",,,,,,,,,,,"酥",,,,,,,,,,,"死",,,,,,,,,,,"了",,,,,,,,,,,"。",,,,,,,,,,,"http",,,,,,,,,,,":",,,,,,,,,,,"/",,,,,,,,,,,"/",,,,,,,,,,,"t",,,,,"演唱会",".","cn","/","RtAtJIK"," ","​",,,,,"上",,,,,,,,,,,"环顾四周",,,,,,,,,,,"的",,,,,,,,,,,"粉丝",,,,,,,,,,,"，",,,,,,,,,,,"那傲",,,,,,,,,,
"158","草木_Miao",":","#"," ",,,,,,,,,,,"鞠躬",,,,,,,,,,,"的",,,,,,,,,,,"时候",,,,,,,,,,,"帽子",,,,,,,,,,,"不",,,,,,,,,,,"小心",,,,,,,,,,,"掉",,,,,,,,,,,"了",,,,,,,,,,," ",,,,,,,,,,,"权志龙","赶紧",,,,,,,,,,,"走",,,,,,,,,,,"两步",,,,,,,,,,,"去",,,,,,,,,,,"捡起来",,,,,,,,,,,"不",,,,,,,,,,,"知道",,,,,,,,,,,"为什么",,,,,,,,,,," ",,,,,,,,,,,"就",,,,,"#","....","觉得","好萌","啊"," ","秒拍","视频"," ","​",,"170618",,,,,,,,,,," ",,,,,,,,,,,"GD",,,,,,,,,,,"世巡",,,,,,,,,,,"澳门站",,,,,,,,,,,"day2",,,,,,,,,,
"159","搞笑视频大推荐",":","这是","允悲",,,,,,,,,,,"]",,,,,,,,,,," ",,,,,,,,,,,"#",,,,,,,,,,,"搞笑",,,,,,,,,,,"视频秀",,,,,,,,,,,"#",,,,,,,,,,," ",,,,,,,,,,," ",,,,,,,,,,,"#",,,,,,,,,,,"权志龙","套路",,,,,,,,,,,"满满",,,,,,,,,,,"#",,,,,,,,,,," ",,,,,,,,,,,"搞笑",,,,,,,,,,,"视频",,,,,,,,,,,"大",,,,,,,,,,,"推荐",,,,,,,,,,,"的",,,,,,,,,,,"秒拍",,,,,"被","视频"," ","​",,,,,,,,"黑",,,,,,,,,,,"的",,,,,,,,,,,"最惨",,,,,,,,,,,"的",,,,,,,,,,,"一次",,,,,,,,,,,"[",,,,,,,,,,
"160","BIGBANG视频台",":","#","这套",,,,,,,,,,,"衣服",,,,,,,,,,,"真的",,,,,,,,,,,"看",,,,,,,,,,,"多少",,,,,,,,,,,"次",,,,,,,,,,,"都",,,,,,,,,,,"好看",,,,,,,,,,,"，",,,,,,,,,,,"太",,,,,,,,,,,"权志龙","撩人",,,,,,,,,,,"了",,,,,,,,,,,"[",,,,,,,,,,,"悲",,,,,,,,,,,"催",,,,,,,,,,,"]",,,,,,,,,,,"，",,,,,,,,,,,"我要",,,,,,,,,,,"被",,,,,,,,,,,"他",,,,,"#","迷死","了","。","好帅","秒拍","视频"," ","​","​","​"," ","​",,,,,,,,,,"自创",,,,,,,,,,,"一派",,,,,,,,,,,"舞蹈",,,,,,,,,,,"风格",,,,,,,,,,," ",,,,,,,,,,
"161","音乐笔记",":","那","BigBang",,,,,,,,,,,")",,,,,,,,,,,"BIGBANG",,,,,,,,,,,"队长",,,,,,,,,,,"G",,,,,,,,,,,"-",,,,,,,,,,,"Dragon",,,,,,,,,,,"权志龙",,,,,,,,,,,"在",,,,,,,,,,,"1",,,,,,,,,,,"XX","日",,,,,,,,,,,"发表",,,,,,,,,,,"solo",,,,,,,,,,,"二辑",,,,,,,,,,,"先",,,,,,,,,,,"公开",,,,,,,,,,,"曲",,,,,,,,,,,"《",,,,,,,,,,,"那",,,,,,,,,,,"XX",,,,,"中文字幕","》","的","音源","及","MV","！","即将","出道","的","YG","-","新","女团","成员","参与","出演","。"," ","G","-","Dragon","-","(","bigbang",")"," ","-"," ","Heartbreaker"," ","​",,"G",,,,,,,,,,,"-",,,,,,,,,,,"Dragon",,,,,,,,,,,"(",,,,,,,,,,
"162","BIGBANG新动态",":","#","又",,,,,,,,,,,"能",,,,,,,,,,,"近距离",,,,,,,,,,,"接触",,,,,,,,,,,",",,,,,,,,,,,"真",,,,,,,,,,,"羡慕",,,,,,,,,,,"啊",,,,,,,,,,,"秒拍",,,,,,,,,,,"视频",,,,,,,,,,,"权志龙"," ",,,,,,,,,,,"​",,,,,,,,,,,"​",,,,,,,,,,,"​",,,,,,,,,,,"​",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#",,,,,,,,,,," ",,,,,,,,,,,"当",,,,,,,,,,,"伴舞",,,,,,,,,,,"能",,,,,,,,,,,"看到",,,,,,,,,,,"GD",,,,,,,,,,
"163","南方姑娘的一天",":","#","“",,,,,,,,,,,"忍不住",,,,,,,,,,,"想",,,,,,,,,,,"你",,,,,,,,,,,"，",,,,,,,,,,,"看",,,,,,,,,,,"你",,,,,,,,,,,"的",,,,,,,,,,,"名字",,,,,,,,,,,"忍不住",,,,,,,,,,,"权志龙","跟着",,,,,,,,,,,"念",,,,,,,,,,,"了",,,,,,,,,,,"一遍",,,,,,,,,,,"；",,,,,,,,,,,"多想",,,,,,,,,,,"跨过",,,,,,,,,,,"距离",,,,,,,,,,,"去",,,,,,,,,,,"拥抱",,,,,"##","你","，","而","不是","抱","着","手机","说","想","你","权志龙","。"," ","​","​","​","​","”"," ","​"," ","的","​","​","​",,,,,,,,"壁纸",,,,,,,,,,,"库",,,,,,,,,,,"#",,,,,,,,,,," ",,,,,,,,,,
"164","南方姑娘的一天",":","#","“",,,,,,,,,,,"想",,,,,,,,,,,"乘",,,,,,,,,,,"时空",,,,,,,,,,,"穿梭机",,,,,,,,,,,"几年",,,,,,,,,,,"后",,,,,,,,,,,"的",,,,,,,,,,,"我",,,,,,,,,,,"可爱",,,,,,,,,,,"权志龙","依旧",,,,,,,,,,,"怀里",,,,,,,,,,,"的",,,,,,,,,,,"小小",,,,,,,,,,,"熊",,,,,,,,,,,"换成",,,,,,,,,,,"了",,,,,,,,,,,"你",,,,,,,,,,,"”",,,,,,,,,,," ",,,,,"##","​","​","​",,,,,,,,"权志龙",,,,,,,,,,,"的",,,,,,,,,,,"壁纸",,,,,,,,,,,"库",,,,,,,,,,,"#",,,,,,,,,,," ",,,,,,,,,,
"165","南方姑娘的一天",":","#","“",,,,,,,,,,,"想",,,,,,,,,,,"你",,,,,,,,,,,"一次",,,,,,,,,,,"／",,,,,,,,,,,"星星",,,,,,,,,,,"就",,,,,,,,,,,"好像",,,,,,,,,,,"多",,,,,,,,,,,"了",,,,,,,,,,,"权志龙","一颗",,,,,,,,,,,"的",,,,,,,,,,,"样子",,,,,,,,,,,"”",,,,,,,,,,," ",,,,,,,,,,,"​",,,,,,,,,,,"​",,,,,,,,,,,"​",,,,,,,,,,,,,,,,,,,,,,,,,,,"##",,,,,,,,,,,"权志龙",,,,,,,,,,,"的",,,,,,,,,,,"壁纸",,,,,,,,,,,"库",,,,,,,,,,,"#",,,,,,,,,,," ",,,,,,,,,,
"166","他是我的唯一_",":","每次","[",,,,,,,,,,,"允悲",,,,,,,,,,,"]",,,,,,,,,,,"真特",,,,,,,,,,,"么",,,,,,,,,,,"烦",,,,,,,,,,," ",,,,,,,,,,,"难道",,,,,,,,,,,"梦里",,,,,,,,,,,"太",,,,,,,,,,,"梦到","激动",,,,,,,,,,,"得醒",,,,,,,,,,,"了",,,,,,,,,,,"？",,,,,,,,,,,"@",,,,,,,,,,,"GDRAGON",,,,,,,,,,,"_",,,,,,,,,,,"OFFICIAL",,,,,,,,,,," ",,,,,,,,,,," ",,,,,"权志龙","你","不","安慰","安慰","我","，","梦中","的","你","对","都","我","笑","了","[","污","]"," ","​",,,"会",,,,,,,,,,,"一下子",,,,,,,,,,,"就",,,,,,,,,,,"醒",,,,,,,,,,,"了",,,,,,,,,,
"167","只有哥哥是我的一腔热血","【","Melon","BIGBANG",,,,,,,,,,," ",,,,,,,,,,,"历年",,,,,,,,,,,"年",,,,,,,,,,,"榜",,,,,,,,,,,"100",,,,,,,,,,,"歌曲",,,,,,,,,,,"#",,,,,,,,,,,"拿",,,,,,,,,,,"去",,,,,,,,,,,"历年","吹",,,,,,,,,,,"吧",,,,,,,,,,,"#",,,,,,,,,,," ",,,,,,,,,,,"Cr",,,,,,,,,,,".",,,,,,,,,,,"핑",,,,,,,,,,,"끄",,,,,,,,,,," ",,,,,,,,,,,"​",,,,,"年","​","​",,,,,,,,,"榜",,,,,,,,,,,"】",,,,,,,,,,,"#",,,,,,,,,,,"BIGBANG",,,,,,,,,,,"#",,,,,,,,,,," ",,,,,,,,,,
"168","GDRAGON_OFFICIALV_",":","#","首歌",,,,,,,,,,,"的",,,,,,,,,,,"时候",,,,,,,,,,,"，",,,,,,,,,,,"都",,,,,,,,,,,"会",,,,,,,,,,,"想些",,,,,,,,,,,"什么",,,,,,,,,,,"呢",,,,,,,,,,,"秒拍",,,,,,,,,,,"权志龙","视频",,,,,,,,,,," ",,,,,,,,,,,"​",,,,,,,,,,,"​",,,,,,,,,,,"​",,,,,,,,,,,"​",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#",,,,,,,,,,," ",,,,,,,,,,,"志龙",,,,,,,,,,,"每次",,,,,,,,,,,"在",,,,,,,,,,,"唱",,,,,,,,,,,"这",,,,,,,,,,
"169","体重大于二百斤",":","엄","G",,,,,,,,,,,"-",,,,,,,,,,,"DRAGON",,,,,,,,,,," ",,,,,,,,,,,"(",,,,,,,,,,,"权志龙",,,,,,,,,,,")",,,,,,,,,,,"《",,,,,,,,,,,"Party",,,,,,,,,,,"》",,,,,,,,,,,"정"," ",,,,,,,,,,,"Party",,,,,,,,,,," ",,,,,,,,,,,"@",,,,,,,,,,,"QQ",,,,,,,,,,,"音乐",,,,,,,,,,," ",,,,,,,,,,,"​",,,,,,,,,,,,,,,,,,,,,,,,,,,"화",,,,,,,,,,," ",,,,,,,,,,,"(",,,,,,,,,,,"严正",,,,,,,,,,,"花",,,,,,,,,,,")",,,,,,,,,,,"/",,,,,,,,,,
"170","wuli权可爱d小乖乖",":","#","]",,,,,,,,,,,"[",,,,,,,,,,,"抱抱",,,,,,,,,,,"]",,,,,,,,,,,"越",,,,,,,,,,,"看",,,,,,,,,,,"你",,,,,,,,,,,"越",,,,,,,,,,,"睡不着",,,,,,,,,,,"[",,,,,,,,,,,"权志龙","舔",,,,,,,,,,,"屏",,,,,,,,,,,"]",,,,,,,,,,,"[",,,,,,,,,,,"舔",,,,,,,,,,,"屏",,,,,,,,,,,"]",,,,,,,,,,,"[",,,,,,,,,,,"舔",,,,,,,,,,,"屏",,,,,"##","]"," "," ","wuli","欧巴","[","爱","你","]","你","权志龙","的","少女","们","想","你","[","爱","你","]"," ","#","​",,,,,,,,,," ",,,,,,,,,,,"睡不着",,,,,,,,,,,"[",,,,,,,,,,,"抱抱",,,,,,,,,,
"171","樱雪6768_421",":","权志龙","舞台",,,,,,,,,,,"的",,,,,,,,,,,"王者",,,,,,,,,,,"★",,,,,,,,,,,"cr",,,,,,,,,,,".",,,,,,,,,,,"logo",,,,,,,,,,,".",,,,,,,,,,,"(",,,,,,,,,,,"r",,,,,,,,,,," ",")",,,,,,,,,,," ",,,,,,,,,,,"​",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tonight",,,,,,,,,,," ",,,,,,,,,,,"权志龙",,,,,,,,,,,"全黑",,,,,,,,,,,"帅",,,,,,,,,,,"一脸",,,,,,,,,,," ",,,,,,,,,,
"172","秀儿love_g-dragon",":","#"," ",,,,,,,,,,," ",,,,,,,,,,,"我",,,,,,,,,,,"爱",,,,,,,,,,,"的",,,,,,,,,,,"少年",,,,,,,,,,,"呀",,,,,,,,,,,"[",,,,,,,,,,,"爱",,,,,,,,,,,"你",,,,,,,,,,,"权志龙","]",,,,,,,,,,,"[",,,,,,,,,,,"爱",,,,,,,,,,,"你",,,,,,,,,,,"]",,,,,,,,,,,"@",,,,,,,,,,,"GDRAGON",,,,,,,,,,,"_",,,,,,,,,,,"OFFICIAL",,,,,,,,,,," ",,,,,"##","秀儿","love","_","g","-","dragon","的","秒拍","视频"," ","权志龙","​",,,,,,,,,,"壁纸",,,,,,,,,,,"#",,,,,,,,,,," ",,,,,,,,,,,"少年",,,,,,,,,,,"啊",,,,,,,,,,
"173","wuli权可爱d小乖乖","#","权志龙","的",,,,,,,,,,,"！",,,,,,,,,,,"以前",,,,,,,,,,,"只",,,,,,,,,,,"知道",,,,,,,,,,,"软骨",,,,,,,,,,,"龙",,,,,,,,,,,"柔韧性",,,,,,,,,,,"超好",,,,,,,,,,,"，",,,,,,,,,,,"#","舞蹈",,,,,,,,,,,"功底",,,,,,,,,,,"大写",,,,,,,,,,,"的",,,,,,,,,,,"屌",,,,,,,,,,,"。",,,,,,,,,,,"这",,,,,,,,,,,"运动神经",,,,,,,,,,,"真给",,,,,,,,,,,"跪",,,,," ","了","，","居然","还会","后空翻","GDRAGON","视频","台","的","秒拍","真的","视频"," ","​","​","​","​",,,,,"是",,,,,,,,,,,"没有",,,,,,,,,,,"款鸡",,,,,,,,,,,"涌",,,,,,,,,,,"不会",,,,,,,,,,
"174","G_soohyun",":","#","你",,,,,,,,,,," ",,,,,,,,,,,"看看",,,,,,,,,,,"你",,,,,,,,,,," ",,,,,,,,,,,"我",,,,,,,,,,,"才",,,,,,,,,,,"会",,,,,,,,,,,"安心",,,,,,,,,,," ",,,,,,,,,,,"权志龙","爱",,,,,,,,,,,"你",,,,,,,,,,," ",,,,,,,,,,,"我",,,,,,,,,,,"的",,,,,,,,,,,"大",,,,,,,,,,,"宝贝",,,,,,,,,,,"@",,,,,,,,,,,"GDRAGON",,,,,,,,,,,"_",,,,,"#","OFFICIAL"," ","​",,,,,,,," ",,,,,,,,,,,"每天",,,,,,,,,,,"睡前",,,,,,,,,,,"都",,,,,,,,,,,"要",,,,,,,,,,,"想",,,,,,,,,,
"175","BIGBANG新动态",":","#","欧巴",,,,,,,,,,," ",,,,,,,,,,,"笑点",,,,,,,,,,,"低",,,,,,,,,,,"的",,,,,,,,,,,"不要",,,,,,,,,,,"不要",,,,,,,,,,,"的",,,,,,,,,,,"秒拍",,,,,,,,,,,"视频",,,,,,,,,,,"权志龙"," ",,,,,,,,,,,"​",,,,,,,,,,,"​",,,,,,,,,,,"​",,,,,,,,,,,"​",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#",,,,,,,,,,," ",,,,,,,,,,,"总是",,,,,,,,,,,"莫名",,,,,,,,,,,"害羞",,,,,,,,,,,"的",,,,,,,,,,,"GD",,,,,,,,,,
"176","权志龙全球粉丝会",":","#","实在",,,,,,,,,,,"是",,,,,,,,,,,"太",,,,,,,,,,,"性感",,,,,,,,,,,"了",,,,,,,,,,," ",,,,,,,,,,,"秒拍",,,,,,,,,,,"视频",,,,,,,,,,," ",,,,,,,,,,,"​",,,,,,,,,,,"权志龙","​",,,,,,,,,,,"​",,,,,,,,,,,"​",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#",,,,,,,,,,," ",,,,,,,,,,,"工作",,,,,,,,,,,"认真",,,,,,,,,,,"的",,,,,,,,,,,"胡须",,,,,,,,,,,"龙",,,,,,,,,,
"177","GD的小轩儿",":","我","BABY",,,,,,,,,,,"同台",,,,,,,,,,,"秀",,,,,,,,,,,"舞技",,,,,,,,,,,"，",,,,,,,,,,,"帅哥美女",,,,,,,,,,,"够",,,,,,,,,,,"养眼",,,,,,,,,,,"，",,,,,,,,,,,"快",,,,,,,,,,,"正在","来",,,,,,,,,,,"@",,,,,,,,,,,"爱奇艺",,,,,,,,,,," ",,,,,,,,,,,"一起",,,,,,,,,,,"看",,,,,,,,,,,"！",,,,,,,,,,,"http",,,,,,,,,,,":",,,,,,,,,,,"/",,,,,"爱奇艺","/","t",".","cn","/","RQmfNbM"," ","​",,,"看",,,,,,,,,,,"G",,,,,,,,,,,"-",,,,,,,,,,,"Dragon",,,,,,,,,,,"权志龙",,,,,,,,,,,"与",,,,,,,,,,
"178","搞笑内涵坊",":","这是","允悲",,,,,,,,,,,"]",,,,,,,,,,," ",,,,,,,,,,,"ASMR",,,,,,,,,,,"小哥",,,,,,,,,,,"赵宰元",,,,,,,,,,,"和",,,,,,,,,,,"戏精",,,,,,,,,,,"妹妹",,,,,,,,,,,"的",,,,,,,,,,,"权志龙","日常",,,,,,,,,,,"第四",,,,,,,,,,,"弹",,,,,,,,,,," ",,,,,,,,,,,"搞笑",,,,,,,,,,,"内涵",,,,,,,,,,,"坊",,,,,,,,,,,"的",,,,,,,,,,,"秒拍",,,,,,,,,,,"视频",,,,,"被"," ","​",,,,,,,,,"黑",,,,,,,,,,,"的",,,,,,,,,,,"最惨",,,,,,,,,,,"的",,,,,,,,,,,"一次",,,,,,,,,,,"[",,,,,,,,,,
"179","818GD撒浪嘿呦",":","#","星",,,,,,,,,,,"饭团",,,,,,,,,,," ",,,,,,,,,,,"给",,,,,,,,,,," ",,,,,,,,,,,"@",,,,,,,,,,,"GDRAGON",,,,,,,,,,,"_",,,,,,,,,,,"OFFICIAL",,,,,,,,,,," ",,,,,,,,,,,"权志龙","道",,,,,,,,,,,"了",,,,,,,,,,,"一句",,,,,,,,,,,"晚安",,,,,,,,,,,"，",,,,,,,,,,,"悠悠的",,,,,,,,,,,"祝福",,,,,,,,,,,"，",,,,,,,,,,,"暖暖的",,,,,,,,,,,"问候",,,,,"#","，","愿","你","拥有","甜甜的","美梦","......"," ","​",," ",,,,,,,,,,," ",,,,,,,,,,,"我",,,,,,,,,,,"在",,,,,,,,,,,"@",,,,,,,,,,,"超级",,,,,,,,,,
"180","PINNKU","陈伟霆","怎么"," ",,,,,,,,,,,"​",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"肥四",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"哈哈哈",,,,,,,,,,,"哈哈哈",,,,,,,,,,,"哈哈哈",,,,,,,,,,,"哈哈哈",,,,,,,,,,,"哈哈哈",,,,,,,,,,,"哈哈哈",,,,,,,,,,,"独领风骚",,,,,,,,,,
"181","嗨呀你说谁呢",":","哇","你",,,,,,,,,,,"牛",,,,,,,,,,,"逼",,,,,,,,,,,"牛",,,,,,,,,,,"逼",,,,,,,,,,," ",,,,,,,,,,,"​",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"我",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"特么服",,,,,,,,,,,"了",,,,,,,,,,,"母带",,,,,,,,,,,"都",,,,,,,,,,,"给",,,,,,,,,,,"录好",,,,,,,,,,,"权志龙",,,,,,,,,,
"182","AwinAlways",":","权志龙","你",,,,,,,,,,,"好意思",,,,,,,,,,,"比",,,,,,,,,,,"他",,,,,,,,,,,"重",,,,,,,,,,,"吗",,,,,,,,,,,"？",,,,,,,,,,," ",,,,,,,,,,,"不",,,,,,,,,,,"说",,,,,,,,,,,"才","了",,,,,,,,,,," ",,,,,,,,,,,"你",,,,,,,,,,,"若",,,,,,,,,,,"盛开",,,,,,,,,,," ",,,,,,,,,,,"蝴蝶",,,,,,,,,,,"自来",,,,,,,,,,," ",,,,,,,,,,,"记住",,,,,"104","我","再","不","瘦","我","就要","老","了"," ","​","斤",,,,,,,,,,," ",,,,,,,,,,,"锁骨",,,,,,,,,,,"这么",,,,,,,,,,,"好看",,,,,,,,,,," ",,,,,,,,,,
